date,city,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,day_of_year,month,season_sin,season_cos,temp_lag_1,humidity_lag_1,temp_lag_2,humidity_lag_2,temp_lag_3,humidity_lag_3,temp_roll_mean_7,humidity_roll_mean_7,wind_roll_mean_7,target_next_day_temp
2021-12-13,Greater Noida,8.4,62.7,4.8,0.0,347,12,-0.30881248126625377,0.9511229423235357,6.4,59.6,11.6,60.5,9.9,61.4,9.114285714285714,62.442857142857136,5.485714285714286,10.0
2021-12-14,Greater Noida,10.0,59.1,3.9,0.0,348,12,-0.29240597695107734,0.9562942772197719,8.4,62.7,6.4,59.6,11.6,60.5,9.385714285714286,60.17142857142858,5.314285714285714,7.0
2021-12-15,Greater Noida,7.0,65.3,6.2,0.0,349,12,-0.27591294500296043,0.9611826292540837,10.0,59.1,8.4,62.7,6.4,59.6,8.971428571428572,61.357142857142854,5.542857142857143,11.2
2021-12-16,Greater Noida,11.2,64.2,7.2,0.0,350,12,-0.2593382659754056,0.9657865518844574,7.0,65.3,10.0,59.1,8.4,62.7,9.214285714285714,61.82857142857143,5.628571428571429,9.6
2021-12-17,Greater Noida,9.6,65.9,6.3,37.5,351,12,-0.2426868445825954,0.9701046827361175,11.2,64.2,7.0,65.3,10.0,59.1,9.171428571428573,62.471428571428575,5.857142857142857,1.8
2021-12-18,Greater Noida,1.8,66.0,9.3,0.0,352,12,-0.22596360824801906,0.974135744004672,9.6,65.9,11.2,64.2,7.0,65.3,7.771428571428571,63.25714285714286,6.157142857142857,8.3
2021-12-19,Greater Noida,8.3,66.4,8.2,0.0,353,12,-0.20917350564635637,0.9778785428342386,1.8,66.0,9.6,65.9,11.2,64.2,8.042857142857143,64.22857142857143,6.557142857142857,10.3
2021-12-20,Greater Noida,10.3,62.5,5.6,0.0,354,12,-0.19232150523909483,0.9813319716704275,8.3,66.4,1.8,66.0,9.6,65.9,8.314285714285715,64.2,6.671428571428572,10.6
2021-12-21,Greater Noida,10.6,72.5,5.6,0.0,355,12,-0.17541259380427843,0.9844950085880858,10.3,62.5,8.3,66.4,1.8,66.0,8.4,66.11428571428571,6.9142857142857155,9.5
2021-12-22,Greater Noida,9.5,64.9,6.8,0.0,356,12,-0.15845177496083632,0.9873667175937016,10.6,72.5,10.3,62.5,8.3,66.4,8.757142857142858,66.05714285714285,7.0,9.5
2021-12-23,Greater Noida,9.5,56.5,4.9,0.0,357,12,-0.14144406768794202,0.9899462489023779,9.5,64.9,10.6,72.5,10.3,62.5,8.514285714285714,64.95714285714286,6.671428571428571,9.5
2021-12-24,Greater Noida,9.5,60.0,8.0,0.0,358,12,-0.12439450483979998,0.9922328391893008,9.5,56.5,9.5,64.9,10.6,72.5,8.5,64.11428571428571,6.914285714285714,8.0
2021-12-25,Greater Noida,8.0,57.0,6.8,0.0,359,12,-0.10730813165636247,0.9942258118156161,9.5,60.0,9.5,56.5,9.5,64.9,9.385714285714286,62.82857142857143,6.557142857142856,9.0
2021-12-26,Greater Noida,9.0,64.0,6.7,0.0,360,12,-0.09019000427034513,0.9959245770286599,8.0,57.0,9.5,60.0,9.5,56.5,9.485714285714286,62.48571428571428,6.3428571428571425,9.0
2021-12-27,Greater Noida,9.0,63.4,7.4,0.0,361,12,-0.07304518821104743,0.9973286321364752,9.0,64.0,8.0,57.0,9.5,60.0,9.299999999999999,62.614285714285714,6.6,9.8
2021-12-28,Greater Noida,9.8,62.0,9.0,7.7,362,12,-0.05587875690537313,0.9984375616565666,9.0,63.4,9.0,64.0,8.0,57.0,9.185714285714285,61.114285714285714,7.0857142857142845,7.7
2021-12-29,Greater Noida,7.7,71.9,6.7,0.0,363,12,-0.03869579017652689,0.9992510374388481,9.8,62.0,9.0,63.4,9.0,64.0,8.928571428571429,62.114285714285714,7.071428571428571,7.9
2021-12-30,Greater Noida,7.9,66.1,6.3,0.0,364,12,-0.021501372740813793,0.999768818762748,7.7,71.9,9.8,62.0,9.0,63.4,8.7,63.48571428571428,7.271428571428571,9.2
2021-12-31,Greater Noida,9.2,66.7,8.8,0.0,365,12,-0.004300592702981974,0.9999907524084426,7.9,66.1,7.7,71.9,9.8,62.0,8.657142857142857,64.44285714285715,7.385714285714286,11.5
2022-01-01,Greater Noida,11.5,60.1,8.0,0.0,1,1,0.017201575418260506,0.9998520419557735,9.2,66.7,7.9,66.1,7.7,71.9,9.157142857142857,64.88571428571429,7.557142857142858,8.5
2022-01-02,Greater Noida,8.5,59.8,6.1,0.0,2,1,0.03439806061360801,0.9994082116062598,11.5,60.1,9.2,66.7,7.9,66.1,9.085714285714285,64.28571428571429,7.471428571428571,8.4
2022-01-03,Greater Noida,8.4,63.9,6.7,0.0,3,1,0.051584366869408364,0.9986686402879997,8.5,59.8,11.5,60.1,9.2,66.7,9.0,64.35714285714286,7.371428571428572,9.9
2022-01-04,Greater Noida,9.9,64.4,7.0,0.0,4,1,0.06875540848113941,0.9976335468520451,8.4,63.9,8.5,59.8,11.5,60.1,9.014285714285714,64.7,7.085714285714286,10.9
2022-01-05,Greater Noida,10.9,56.2,7.3,0.0,5,1,0.08590610426133272,0.9963032375991965,9.9,64.4,8.4,63.9,8.5,59.8,9.471428571428572,62.457142857142856,7.171428571428572,11.3
2022-01-06,Greater Noida,11.3,62.9,4.8,0.0,6,1,0.10303137904317879,0.9946781061893646,10.9,56.2,9.9,64.4,8.4,63.9,9.957142857142857,62.00000000000001,6.957142857142857,11.7
2022-01-07,Greater Noida,11.7,63.6,4.5,0.0,7,1,0.1201261651823505,0.9927586335250793,11.3,62.9,10.9,56.2,9.9,64.4,10.314285714285715,61.55714285714286,6.3428571428571425,11.1
2022-01-08,Greater Noida,11.1,62.6,5.6,0.0,8,1,0.13718540405660057,0.9905453876091833,11.7,63.6,11.3,62.9,10.9,56.2,10.257142857142856,61.91428571428572,6.0,11.2
2022-01-09,Greater Noida,11.2,60.2,5.5,0.0,9,1,0.1542040475626894,0.988039023376751,11.1,62.6,11.7,63.6,11.3,62.9,10.642857142857142,61.971428571428575,5.9142857142857155,10.9
2022-01-10,Greater Noida,10.9,61.2,6.0,0.0,10,1,0.17117705961019986,0.985240282501282,11.2,60.2,11.1,62.6,11.7,63.6,11.0,61.58571428571428,5.814285714285715,13.5
2022-01-11,Greater Noida,13.5,62.6,8.0,0.0,11,1,0.18809941761179758,0.9821499931752291,10.9,61.2,11.2,60.2,11.1,62.6,11.514285714285714,61.32857142857143,5.957142857142857,10.0
2022-01-12,Greater Noida,10.0,63.6,6.8,6.8,12,1,0.20496611396949532,0.9787690698649216,13.5,62.6,10.9,61.2,11.2,60.2,11.385714285714284,62.38571428571429,5.885714285714286,4.6
2022-01-13,Greater Noida,4.6,65.6,7.4,0.0,13,1,0.22177215755648186,0.975098513039961,10.0,63.6,13.5,62.6,10.9,61.2,10.428571428571429,62.771428571428565,6.257142857142857,12.8
2022-01-14,Greater Noida,12.8,67.5,5.3,0.0,14,1,0.23851257519407648,0.9711394088771653,4.6,65.6,10.0,63.6,13.5,62.6,10.585714285714285,63.32857142857143,6.371428571428572,10.0
2022-01-15,Greater Noida,10.0,61.9,6.5,0.0,15,1,0.2551824131233728,0.9668929289391521,12.8,67.5,4.6,65.6,10.0,63.6,10.428571428571429,63.22857142857142,6.5,10.9
2022-01-16,Greater Noida,10.9,61.2,8.2,0.0,16,1,0.2717767384711357,0.9623603298276545,10.0,61.9,12.8,67.5,4.6,65.6,10.385714285714286,63.371428571428574,6.885714285714285,12.7
2022-01-17,Greater Noida,12.7,64.7,8.2,0.0,17,1,0.2882906407095177,0.9575429528116719,10.9,61.2,10.0,61.9,12.8,67.5,10.642857142857142,63.871428571428574,7.199999999999998,8.7
2022-01-18,Greater Noida,8.7,65.3,6.3,0.0,18,1,0.3047192331091634,0.9524422234305676,12.7,64.7,10.9,61.2,10.0,61.9,9.957142857142857,64.25714285714285,6.957142857142856,9.4
2022-01-19,Greater Noida,9.4,61.1,7.7,0.0,19,1,0.321057654185271,0.9470596510722283,8.7,65.3,12.7,64.7,10.9,61.2,9.87142857142857,63.89999999999999,7.0857142857142845,9.0
2022-01-20,Greater Noida,9.0,65.9,10.8,0.0,20,1,0.3373010691361842,0.9413968285264122,9.4,61.1,8.7,65.3,12.7,64.7,10.5,63.94285714285714,7.571428571428571,10.3
2022-01-21,Greater Noida,10.3,66.6,7.5,0.0,21,1,0.3534446712740877,0.9354554315134164,9.0,65.9,9.4,61.1,8.7,65.3,10.142857142857142,63.814285714285724,7.885714285714285,12.1
2022-01-22,Greater Noida,12.1,67.7,6.5,0.0,22,1,0.3694836834473831,0.9292372181882051,10.3,66.6,9.0,65.9,9.4,61.1,10.442857142857141,64.64285714285715,7.885714285714285,12.4
2022-01-23,Greater Noida,12.4,69.6,7.4,0.0,23,1,0.38541335945432564,0.9227440286201427,12.1,67.7,10.3,66.6,9.0,65.9,10.657142857142857,65.84285714285714,7.771428571428571,12.2
2022-01-24,Greater Noida,12.2,58.9,7.8,0.0,24,1,0.4012289854475009,0.9159777842484877,12.4,69.6,12.1,67.7,10.3,66.6,10.585714285714285,65.01428571428572,7.714285714285715,10.0
2022-01-25,Greater Noida,10.0,62.4,7.5,0.0,25,1,0.4169258813287287,0.908940487313808,12.2,58.9,12.4,69.6,12.1,67.7,10.77142857142857,64.6,7.885714285714286,8.9
2022-01-26,Greater Noida,8.9,62.3,7.7,0.0,26,1,0.4324994021339788,0.901634220265486,10.0,62.4,12.2,58.9,12.4,69.6,10.700000000000001,64.77142857142857,7.885714285714285,12.3
2022-01-27,Greater Noida,12.3,61.7,5.7,0.0,27,1,0.44794493940789115,0.8940611451454876,8.9,62.3,10.0,62.4,12.2,58.9,11.171428571428573,64.17142857142856,7.1571428571428575,11.8
2022-01-28,Greater Noida,11.8,59.4,6.5,0.0,28,1,0.4632579225674917,0.88622350294858,12.3,61.7,8.9,62.3,10.0,62.4,11.385714285714286,63.142857142857146,7.014285714285714,13.2
2022-01-29,Greater Noida,13.2,56.0,7.7,0.0,29,1,0.4784338202547012,0.8781236129591848,11.8,59.4,12.3,61.7,8.9,62.3,11.542857142857143,61.47142857142857,7.185714285714285,13.7
2022-01-30,Greater Noida,13.7,62.2,7.8,0.0,30,1,0.49346814167723735,0.8697638720650646,13.2,56.0,11.8,59.4,12.3,61.7,11.72857142857143,60.41428571428572,7.242857142857143,13.1
2022-01-31,Greater Noida,13.1,58.6,7.2,0.0,31,1,0.5083564379375122,0.8611467540480452,13.7,62.2,13.2,56.0,11.8,59.4,11.857142857142858,60.37142857142857,7.157142857142857,14.2
2022-02-01,Greater Noida,14.2,62.0,7.8,0.0,32,2,0.5230943033491326,0.8522748088519838,13.1,58.6,13.7,62.2,13.2,56.0,12.457142857142857,60.31428571428571,7.2,13.6
2022-02-02,Greater Noida,13.6,58.3,8.2,0.0,33,2,0.5376773767406141,0.8431506618282,14.2,62.0,13.1,58.6,13.7,62.2,13.128571428571428,59.74285714285714,7.271428571428572,14.2
2022-02-03,Greater Noida,14.2,57.0,9.5,0.0,34,2,0.5521013427459208,0.8337770129585915,13.6,58.3,14.2,62.0,13.1,58.6,13.4,59.07142857142857,7.814285714285715,12.7
2022-02-04,Greater Noida,12.7,62.2,8.1,0.0,35,2,0.5663619330814524,0.8241566360566663,14.2,57.0,13.6,58.3,14.2,62.0,13.528571428571428,59.471428571428575,8.042857142857143,13.6
2022-02-05,Greater Noida,13.6,61.8,8.9,0.0,36,2,0.580454927809098,0.8142923779467267,12.7,62.2,14.2,57.0,13.6,58.3,13.585714285714285,60.300000000000004,8.214285714285714,14.3
2022-02-06,Greater Noida,14.3,63.4,7.5,0.0,37,2,0.5943761565849831,0.804187157621448,13.6,61.8,12.7,62.2,14.2,57.0,13.671428571428569,60.47142857142857,8.171428571428573,15.4
2022-02-07,Greater Noida,15.4,69.7,9.3,22.1,38,2,0.6081214998935418,0.7938439653781019,14.3,63.4,13.6,61.8,12.7,62.2,14.0,62.05714285714286,8.471428571428572,5.4
2022-02-08,Greater Noida,5.4,61.9,9.0,0.0,39,2,0.6216868902665479,0.7832658619336791,15.4,69.7,14.3,63.4,13.6,61.8,12.742857142857144,62.042857142857144,8.642857142857142,15.3
2022-02-09,Greater Noida,15.3,62.7,9.8,0.0,40,2,0.6350683134867438,0.7724559775191742,5.4,61.9,15.4,69.7,14.3,63.4,12.985714285714286,62.67142857142857,8.87142857142857,14.4
2022-02-10,Greater Noida,14.4,56.3,9.6,0.0,41,2,0.6482618097757122,0.7614175109532997,15.3,62.7,5.4,61.9,15.4,69.7,13.014285714285716,62.57142857142857,8.885714285714284,14.8
2022-02-11,Greater Noida,14.8,55.3,9.5,0.0,42,2,0.6612634749656386,0.7501537286959042,14.4,56.3,15.3,62.7,5.4,61.9,13.314285714285715,61.58571428571429,9.085714285714285,16.4
2022-02-12,Greater Noida,16.4,66.7,8.5,0.0,43,2,0.6740694616546161,0.7386679638813748,14.8,55.3,14.4,56.3,15.3,62.7,13.714285714285714,62.285714285714285,9.028571428571428,12.6
2022-02-13,Greater Noida,12.6,56.5,9.1,0.0,44,2,0.6866759803451553,0.726963615332308,16.4,66.7,14.8,55.3,14.4,56.3,13.471428571428572,61.300000000000004,9.257142857142858,13.8
2022-02-14,Greater Noida,13.8,55.9,10.4,0.0,45,2,0.6990793005655562,0.7150441465537444,12.6,56.5,16.4,66.7,14.8,55.3,13.242857142857144,59.32857142857142,9.414285714285715,13.8
2022-02-15,Greater Noida,13.8,59.8,7.8,0.0,46,2,0.7112757519738152,0.7029130847082615,13.8,55.9,12.6,56.5,16.4,66.7,14.442857142857141,59.028571428571425,9.242857142857144,12.8
2022-02-16,Greater Noida,12.8,59.5,7.9,0.0,47,2,0.7232617254437388,0.6905740195722294,13.8,59.8,13.8,55.9,12.6,56.5,14.085714285714287,58.57142857142857,8.971428571428572,15.3
2022-02-17,Greater Noida,15.3,56.1,9.2,0.0,48,2,0.7350336741329412,0.6780306024735382,12.8,59.5,13.8,59.8,13.8,55.9,14.214285714285714,58.542857142857144,8.914285714285715,17.6
2022-02-18,Greater Noida,17.6,58.4,9.6,0.0,49,2,0.746588114532413,0.6652865452111116,15.3,56.1,12.8,59.5,13.8,59.8,14.614285714285716,58.98571428571428,8.928571428571429,16.3
2022-02-19,Greater Noida,16.3,64.4,7.8,0.0,50,2,0.7579216274973472,0.6523456189565257,17.6,58.4,15.3,56.1,12.8,59.5,14.6,58.65714285714286,8.82857142857143,17.2
2022-02-20,Greater Noida,17.2,56.1,8.9,0.0,51,2,0.7690308592589181,0.6392116531380588,16.3,64.4,17.6,58.4,15.3,56.1,15.257142857142858,58.6,8.8,18.7
2022-02-21,Greater Noida,18.7,53.6,9.0,0.0,52,2,0.7799125224167177,0.6258885343075018,17.2,56.1,16.3,64.4,17.6,58.4,15.957142857142857,58.27142857142858,8.6,19.3
2022-02-22,Greater Noida,19.3,62.8,5.8,0.0,53,2,0.7905633969115482,0.612380204990065,18.7,53.6,17.2,56.1,16.3,64.4,16.742857142857144,58.699999999999996,8.314285714285713,17.6
2022-02-23,Greater Noida,17.6,60.9,8.9,0.0,54,2,0.8009803309782905,0.5986906625177214,19.3,62.8,18.7,53.6,17.2,56.1,17.428571428571427,58.9,8.457142857142857,19.8
2022-02-24,Greater Noida,19.8,56.3,9.0,0.0,55,2,0.8111602420785621,0.5848239578463322,17.6,60.9,19.3,62.8,18.7,53.6,18.071428571428573,58.92857142857143,8.428571428571429,18.2
2022-02-25,Greater Noida,18.2,52.3,9.1,0.0,56,2,0.8211001178128892,0.5707841943569036,19.8,56.3,17.6,60.9,19.3,62.8,18.15714285714286,58.05714285714286,8.357142857142858,17.2
2022-02-26,Greater Noida,17.2,55.5,11.5,0.0,57,2,0.8307970168121247,0.5565755266413303,18.2,52.3,19.8,56.3,17.6,60.9,18.285714285714285,56.785714285714285,8.885714285714284,17.8
2022-02-27,Greater Noida,17.8,58.1,7.6,0.0,58,2,0.8402480696078469,0.5422021592729844,17.2,55.5,18.2,52.3,19.8,56.3,18.371428571428574,57.07142857142857,8.7,16.8
2022-02-28,Greater Noida,16.8,62.8,8.2,4.8,59,2,0.8494504794814806,0.527668345562516,17.8,58.1,17.2,55.5,18.2,52.3,18.1,58.385714285714286,8.585714285714285,17.8
2022-03-01,Greater Noida,17.8,53.9,5.6,0.0,60,3,0.8584015232918917,0.512978386299228,16.8,62.8,17.8,58.1,17.2,55.5,17.88571428571429,57.11428571428571,8.557142857142857,18.8
2022-03-02,Greater Noida,18.8,57.6,8.8,0.0,61,3,0.8670985522812081,0.4981366284784055,17.8,53.9,16.8,62.8,17.8,58.1,18.057142857142857,56.642857142857146,8.542857142857143,20.7
2022-03-03,Greater Noida,20.7,60.5,9.0,0.0,62,3,0.8755389928586302,0.4831474640149687,18.8,57.6,17.8,53.9,16.8,62.8,18.185714285714287,57.24285714285714,8.542857142857143,22.2
2022-03-04,Greater Noida,22.2,48.1,8.8,0.0,63,3,0.8837203473619977,0.4680153284438345,20.7,60.5,18.8,57.6,17.8,53.9,18.75714285714286,56.642857142857146,8.5,18.1
2022-03-05,Greater Noida,18.1,61.6,11.3,0.0,64,3,0.8916401947968874,0.45274469960737107,22.2,48.1,20.7,60.5,18.8,57.6,18.885714285714283,57.51428571428572,8.471428571428572,20.9
2022-03-06,Greater Noida,20.9,52.6,11.0,0.0,65,3,0.8992961915530253,0.4373400963303323,18.1,61.6,22.2,48.1,20.7,60.5,19.32857142857143,56.728571428571435,8.957142857142857,19.1
2022-03-07,Greater Noida,19.1,58.5,9.9,0.0,66,3,0.9066860720977985,0.4218060770826634,20.9,52.6,18.1,61.6,22.2,48.1,19.657142857142855,56.114285714285714,9.200000000000001,21.5
2022-03-08,Greater Noida,21.5,58.0,9.2,5.7,67,3,0.9138076496466615,0.40614723863057883,19.1,58.5,20.9,52.6,18.1,61.6,20.185714285714283,56.7,9.714285714285714,17.9
2022-03-09,Greater Noida,17.9,61.2,11.4,0.0,68,3,0.9206588168102428,0.3903682146763026,21.5,58.0,19.1,58.5,20.9,52.6,20.057142857142857,57.214285714285715,10.085714285714285,18.8
2022-03-10,Greater Noida,18.8,58.9,9.8,0.0,69,3,0.9272375462179537,0.374473674486883,17.9,61.2,21.5,58.0,19.1,58.5,19.785714285714285,56.98571428571428,10.200000000000001,22.9
2022-03-11,Greater Noida,22.9,47.1,8.7,0.0,70,3,0.9335418911179212,0.35846832151248087,18.8,58.9,17.9,61.2,21.5,58.0,19.885714285714283,56.84285714285715,10.185714285714285,21.0
2022-03-12,Greater Noida,21.0,53.3,7.4,0.0,71,3,0.9395699859530622,0.342356891994542,22.9,47.1,18.8,58.9,17.9,61.2,20.3,55.65714285714286,9.62857142857143,21.3
2022-03-13,Greater Noida,21.3,56.8,9.3,0.0,72,3,0.945320046913132,0.3261441535642696,21.0,53.3,22.9,47.1,18.8,58.9,20.357142857142858,56.25714285714285,9.385714285714286,20.8
2022-03-14,Greater Noida,20.8,55.3,11.2,0.0,73,3,0.9507903724625832,0.3098349038318025,21.3,56.8,21.0,53.3,22.9,47.1,20.599999999999998,55.8,9.571428571428571,21.7
2022-03-15,Greater Noida,21.7,57.9,13.5,0.0,74,3,0.9559793438440766,0.2934339689665273,20.8,55.3,21.3,56.8,21.0,53.3,20.62857142857143,55.785714285714285,10.185714285714285,23.5
2022-03-16,Greater Noida,23.5,59.0,10.2,0.0,75,3,0.9608854255574977,0.27694620226893646,21.7,57.9,20.8,55.3,21.3,56.8,21.428571428571427,55.47142857142857,10.014285714285714,22.8
2022-03-17,Greater Noida,22.8,58.1,9.0,0.0,76,3,0.9655071658143364,0.2603764827344581,23.5,59.0,21.7,57.9,20.8,55.3,22.0,55.357142857142854,9.9,23.8
2022-03-18,Greater Noida,23.8,54.6,8.4,0.0,77,3,0.969843196967294,0.24372971360968387,22.8,58.1,23.5,59.0,21.7,57.9,22.12857142857143,56.42857142857143,9.857142857142858,24.1
2022-03-19,Greater Noida,24.1,48.0,11.0,0.0,78,3,0.9738922359149924,0.22701082094141847,23.8,54.6,22.8,58.1,23.5,59.0,22.571428571428573,55.67142857142857,10.37142857142857,25.7
2022-03-20,Greater Noida,25.7,53.4,7.6,0.0,79,3,0.9776530844816641,0.2102247521189836,24.1,48.0,23.8,54.6,22.8,58.1,23.2,55.18571428571429,10.12857142857143,23.7
2022-03-21,Greater Noida,23.7,56.7,11.1,19.3,80,3,0.981124629771712,0.19337647441020586,25.7,53.4,24.1,48.0,23.8,54.6,23.61428571428571,55.385714285714286,10.114285714285714,13.8
2022-03-22,Greater Noida,13.8,50.5,11.5,8.2,81,3,0.984305844499033,0.17647097349152166,23.7,56.7,25.7,53.4,24.1,48.0,22.485714285714288,54.32857142857142,9.828571428571427,23.2
2022-03-23,Greater Noida,23.2,57.3,11.0,0.0,82,3,0.9871957872910085,0.15951325197263655,13.8,50.5,23.7,56.7,25.7,53.4,22.442857142857143,54.08571428571428,9.942857142857141,24.5
2022-03-24,Greater Noida,24.5,58.2,10.0,0.0,83,3,0.9897936029670716,0.14250832791617088,23.2,57.3,13.8,50.5,23.7,56.7,22.685714285714283,54.1,10.085714285714285,26.7
2022-03-25,Greater Noida,26.7,55.0,11.3,0.0,84,3,0.992098522791769,0.12546123335273648,24.5,58.2,23.2,57.3,13.8,50.5,23.1,54.15714285714285,10.5,26.0
2022-03-26,Greater Noida,26.0,42.1,10.7,0.0,85,3,0.9941098647022418,0.10837701279187609,26.7,55.0,24.5,58.2,23.2,57.3,23.37142857142857,53.31428571428571,10.457142857142857,25.5
2022-03-27,Greater Noida,25.5,49.1,9.3,0.0,86,3,0.9958270335100595,0.09126072172931188,26.0,42.1,26.7,55.0,24.5,58.2,23.342857142857145,52.7,10.700000000000001,26.4
2022-03-28,Greater Noida,26.4,61.6,13.3,0.0,87,3,0.9972495210773451,0.07411742515094437,25.5,49.1,26.0,42.1,26.7,55.0,23.72857142857143,53.4,11.014285714285716,28.9
2022-03-29,Greater Noida,28.9,51.7,12.5,0.0,88,3,0.998376906467142,0.056952196034039754,26.4,61.6,25.5,49.1,26.0,42.1,25.885714285714283,53.57142857142857,11.157142857142858,29.4
2022-03-30,Greater Noida,29.4,45.8,11.7,0.0,89,3,0.9992088560679753,0.03977011384605572,28.9,51.7,26.4,61.6,25.5,49.1,26.771428571428572,51.92857142857143,11.257142857142856,26.8
2022-03-31,Greater Noida,26.8,58.5,6.9,0.0,90,3,0.9997451236925734,0.022576263041545485,29.4,45.8,28.9,51.7,26.4,61.6,27.1,51.971428571428575,10.814285714285715,27.2
2022-04-01,Greater Noida,27.2,53.5,12.5,0.0,91,4,0.9999855506507186,0.005375731557583884,26.8,58.5,29.4,45.8,28.9,51.7,27.17142857142857,51.75714285714286,10.985714285714286,28.7
2022-04-02,Greater Noida,28.7,57.7,12.8,0.0,92,4,0.9999300657962057,-0.011826390691832589,27.2,53.5,26.8,58.5,29.4,45.8,27.557142857142853,53.98571428571428,11.285714285714286,26.3
2022-04-03,Greater Noida,26.3,54.3,10.7,0.0,93,4,0.9995786855478958,-0.029025013321975237,28.7,57.7,27.2,53.5,26.8,58.5,27.67142857142857,54.72857142857142,11.485714285714286,28.2
2022-04-04,Greater Noida,28.2,54.9,11.5,0.0,94,4,0.9989315138848577,-0.046215046983708354,26.3,54.3,28.7,57.7,27.2,53.5,27.928571428571427,53.77142857142858,11.228571428571428,27.9
2022-04-05,Greater Noida,27.9,54.4,11.5,0.0,95,4,0.9979887423155984,-0.06339140486951038,28.2,54.9,26.3,54.3,28.7,57.7,27.785714285714285,54.15714285714286,11.085714285714285,28.7
2022-04-06,Greater Noida,28.7,55.6,9.8,0.0,96,4,0.9967506498213929,-0.08054900421874167,27.9,54.4,28.2,54.9,26.3,54.3,27.685714285714287,55.557142857142864,10.814285714285715,27.3
2022-04-07,Greater Noida,27.3,61.8,11.6,20.0,97,4,0.9952176027737294,-0.09768276782171598,28.7,55.6,27.9,54.4,28.2,54.9,27.757142857142856,56.028571428571425,11.485714285714286,18.0
2022-04-08,Greater Noida,18.0,56.4,9.5,28.3,98,4,0.9933900548258936,-0.11478762552212701,27.3,61.8,28.7,55.6,27.9,54.4,26.442857142857143,56.44285714285714,11.057142857142859,17.6
2022-04-09,Greater Noida,17.6,46.1,9.9,0.0,99,4,0.9912685467787256,-0.13185851571739118,18.0,56.4,27.3,61.8,28.7,55.6,24.857142857142858,54.78571428571428,10.642857142857142,27.6
2022-04-10,Greater Noida,27.6,54.1,12.5,0.0,100,4,0.9888537064205885,-0.1488903868564548,17.6,46.1,18.0,56.4,27.3,61.8,25.042857142857144,54.75714285714286,10.9,28.8
2022-04-11,Greater Noida,28.8,56.8,12.3,0.0,101,4,0.986146248341595,-0.16587819893463143,27.6,54.1,17.6,46.1,18.0,56.4,25.12857142857143,55.028571428571425,11.014285714285714,29.3
2022-04-12,Greater Noida,29.3,56.9,9.8,0.0,102,4,0.9831469737221499,-0.1828169249850199,28.8,56.8,27.6,54.1,17.6,46.1,25.32857142857143,55.385714285714286,10.771428571428572,32.6
2022-04-13,Greater Noida,32.6,50.3,9.8,0.0,103,4,0.9798567700958665,-0.1997015525660636,29.3,56.9,28.8,56.8,27.6,54.1,25.88571428571429,54.628571428571426,10.771428571428572,31.7
2022-04-14,Greater Noida,31.7,56.5,9.9,4.8,104,4,0.9762766110869321,-0.21652708524481437,32.6,50.3,29.3,56.9,28.8,56.8,26.514285714285712,53.871428571428574,10.528571428571428,29.1
2022-04-15,Greater Noida,29.1,55.5,12.0,0.0,105,4,0.9724075561219968,-0.23328854407545518,31.7,56.5,32.6,50.3,29.3,56.9,28.1,53.74285714285714,10.885714285714286,31.1
2022-04-16,Greater Noida,31.1,61.9,9.4,0.0,106,4,0.9682507501166718,-0.2499809690726521,29.1,55.5,31.7,56.5,32.6,50.3,30.028571428571432,56.0,10.814285714285715,30.3
2022-04-17,Greater Noida,30.3,48.6,11.4,20.4,107,4,0.9638074231367307,-0.26659942067929354,31.1,61.9,29.1,55.5,31.7,56.5,30.41428571428571,55.214285714285715,10.657142857142857,22.2
2022-04-18,Greater Noida,22.2,49.4,12.0,0.0,108,4,0.9590788900341131,-0.28313898122818354,30.3,48.6,31.1,61.9,29.1,55.5,29.47142857142857,54.15714285714285,10.614285714285714,31.6
2022-04-19,Greater Noida,31.6,50.2,10.8,4.9,109,4,0.9540665500578387,-0.2995947563972602,22.2,49.4,30.3,48.6,31.1,61.9,29.8,53.199999999999996,10.757142857142858,32.4
2022-04-20,Greater Noida,32.4,49.3,12.5,0.0,110,4,0.9487718864399473,-0.31596187665790293,31.6,50.2,22.2,49.4,30.3,48.6,29.771428571428572,53.05714285714286,11.142857142857142,31.3
2022-04-21,Greater Noida,31.3,47.7,10.5,0.0,111,4,0.9431964659565866,-0.33223549871590435,32.4,49.3,31.6,50.2,22.2,49.4,29.71428571428572,51.800000000000004,11.22857142857143,33.5
2022-04-22,Greater Noida,33.5,40.1,10.6,0.0,112,4,0.9373419384643772,-0.3484108069446808,31.3,47.7,32.4,49.3,31.6,50.2,30.342857142857138,49.6,11.028571428571428,30.6
2022-04-23,Greater Noida,30.6,49.3,9.5,0.0,113,4,0.9312100364121947,-0.3644830148102912,33.5,40.1,31.3,47.7,32.4,49.3,30.271428571428572,47.800000000000004,11.042857142857143,32.4
2022-04-24,Greater Noida,32.4,52.5,12.5,0.0,114,4,0.9248025743285089,-0.38044736628785164,30.6,49.3,33.5,40.1,31.3,47.7,30.571428571428573,48.357142857142854,11.200000000000001,36.3
2022-04-25,Greater Noida,36.3,49.0,9.8,0.0,115,4,0.9181214482844365,-0.39629913726891813,32.4,52.5,30.6,49.3,33.5,40.1,32.58571428571428,48.300000000000004,10.885714285714286,33.2
