date,city,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm
2022-04-10,Greater Noida,27.6,54.1,12.5,0.0
2022-04-11,Greater Noida,28.8,56.8,12.3,0.0
2022-04-12,Greater Noida,29.3,56.9,9.8,0.0
2022-04-13,Greater Noida,32.6,50.3,9.8,0.0
2022-04-14,Greater Noida,31.7,56.5,9.9,4.8
2022-04-15,Greater Noida,29.1,55.5,12.0,0.0
2022-04-16,Greater Noida,31.1,61.9,9.4,0.0
2022-04-17,Greater Noida,30.3,48.6,11.4,20.4
2022-04-18,Greater Noida,22.2,49.4,12.0,0.0
2022-04-19,Greater Noida,31.6,50.2,10.8,4.9
2022-04-20,Greater Noida,32.4,49.3,12.5,0.0
2022-04-21,Greater Noida,31.3,47.7,10.5,0.0
2022-04-22,Greater Noida,33.5,40.1,10.6,0.0
2022-04-23,Greater Noida,30.6,49.3,9.5,0.0
2022-04-24,Greater Noida,32.4,52.5,12.5,0.0
2022-04-25,Greater Noida,36.3,49.0,9.8,0.0
2022-04-26,Greater Noida,33.2,58.6,11.5,18.6
2022-04-27,Greater Noida,26.6,50.9,10.9,0.0
2022-04-28,Greater Noida,33.4,56.0,9.4,0.0
2022-04-29,Greater Noida,34.3,51.8,10.1,0.0
2022-04-30,Greater Noida,33.6,54.1,13.1,0.0
2022-05-01,Greater Noida,33.6,51.8,11.3,0.0
2022-05-02,Greater Noida,33.0,56.2,9.5,17.9
2022-05-03,Greater Noida,26.4,50.9,11.5,0.0
2022-05-04,Greater Noida,33.3,52.7,10.8,0.0
2022-05-05,Greater Noida,35.6,52.2,16.2,0.0
2022-05-06,Greater Noida,36.3,49.6,11.4,0.0
2022-05-07,Greater Noida,35.5,52.4,10.4,0.0
2022-05-08,Greater Noida,34.8,59.7,13.1,0.0
2022-05-09,Greater Noida,36.0,49.8,8.2,0.0
2022-05-10,Greater Noida,35.1,52.6,11.1,0.0
2022-05-11,Greater Noida,37.0,56.0,14.0,0.0
2022-05-12,Greater Noida,33.3,55.6,10.8,0.0
2022-05-13,Greater Noida,35.6,51.1,8.3,12.9
2022-05-14,Greater Noida,30.4,41.6,10.3,0.0
2022-05-15,Greater Noida,34.2,53.3,13.1,0.0
2022-05-16,Greater Noida,38.4,42.5,11.5,10.1
2022-05-17,Greater Noida,34.9,57.4,9.6,0.0
2022-05-18,Greater Noida,35.8,52.3,9.8,0.0
2022-05-19,Greater Noida,34.8,55.7,10.0,0.0
2022-05-20,Greater Noida,32.9,48.3,11.4,0.0
2022-05-21,Greater Noida,36.4,45.8,12.8,0.0
2022-05-22,Greater Noida,40.7,53.2,12.4,0.0
2022-05-23,Greater Noida,38.0,52.2,11.5,9.8
2022-05-24,Greater Noida,33.8,50.6,8.8,0.0
2022-05-25,Greater Noida,38.3,53.1,8.8,5.4
2022-05-26,Greater Noida,32.6,64.0,11.5,7.7
2022-05-27,Greater Noida,34.5,56.5,8.7,0.0
2022-05-28,Greater Noida,38.1,57.5,10.4,0.0
2022-05-29,Greater Noida,38.0,56.9,11.1,0.0
2022-05-30,Greater Noida,39.3,59.7,8.9,12.6
2022-05-31,Greater Noida,35.7,53.3,9.1,0.0
2022-06-01,Greater Noida,39.3,46.1,10.5,28.4
2022-06-02,Greater Noida,29.0,53.8,11.3,20.1
2022-06-03,Greater Noida,31.3,58.1,12.1,0.0
2022-06-04,Greater Noida,40.9,51.2,11.4,3.4
2022-06-05,Greater Noida,37.3,54.7,10.6,8.8
2022-06-06,Greater Noida,34.5,52.9,9.3,0.0
2022-06-07,Greater Noida,40.7,62.0,8.8,0.0
2022-06-08,Greater Noida,38.6,59.3,9.6,8.0
2022-06-09,Greater Noida,37.9,59.2,11.0,18.9
2022-06-10,Greater Noida,29.8,59.4,10.8,21.9
2022-06-11,Greater Noida,32.5,57.1,7.1,0.0
2022-06-12,Greater Noida,39.2,58.3,9.1,8.3
2022-06-13,Greater Noida,36.4,53.1,12.0,11.0
2022-06-14,Greater Noida,38.3,49.4,10.3,0.0
2022-06-15,Greater Noida,38.6,59.1,8.0,24.4
2022-06-16,Greater Noida,29.3,60.1,13.7,52.6
2022-06-17,Greater Noida,30.0,64.0,10.0,38.3
2022-06-18,Greater Noida,31.3,65.8,10.6,0.0
2022-06-19,Greater Noida,37.0,66.1,10.6,0.0
2022-06-20,Greater Noida,40.1,56.2,9.4,0.0
2022-06-21,Greater Noida,38.4,59.1,8.8,0.0
2022-06-22,Greater Noida,40.8,62.8,13.1,8.1
2022-06-23,Greater Noida,32.8,71.3,11.4,0.0
2022-06-24,Greater Noida,38.0,67.4,11.0,0.0
2022-06-25,Greater Noida,36.8,66.3,10.6,0.0
2022-06-26,Greater Noida,37.9,60.6,8.2,0.0
2022-06-27,Greater Noida,39.4,58.9,11.6,4.1
2022-06-28,Greater Noida,38.8,65.9,8.4,0.8
2022-06-29,Greater Noida,38.7,58.7,10.0,41.9
2022-06-30,Greater Noida,30.2,62.4,7.1,14.3
2022-07-01,Greater Noida,36.2,63.2,6.4,10.5
2022-07-02,Greater Noida,34.5,70.3,9.9,8.7
2022-07-03,Greater Noida,36.8,62.8,8.2,13.2
2022-07-04,Greater Noida,36.7,54.7,6.4,0.0
2022-07-05,Greater Noida,39.2,66.8,10.1,0.0
2022-07-06,Greater Noida,39.4,62.2,12.5,0.0
2022-07-07,Greater Noida,39.0,65.4,11.3,33.3
2022-07-08,Greater Noida,32.8,65.1,8.8,0.0
2022-07-09,Greater Noida,38.3,64.6,9.2,0.0
2022-07-10,Greater Noida,37.9,69.0,10.4,0.0
2022-07-11,Greater Noida,37.2,59.9,10.7,0.0
2022-07-12,Greater Noida,36.7,64.2,8.5,6.8
2022-07-13,Greater Noida,33.3,69.1,9.0,17.1
2022-07-14,Greater Noida,28.2,64.1,9.3,0.0
2022-07-15,Greater Noida,37.8,60.2,9.7,0.0
2022-07-16,Greater Noida,38.2,69.5,8.6,7.1
2022-07-17,Greater Noida,34.7,71.4,8.6,4.6
2022-07-18,Greater Noida,36.4,66.8,10.8,9.7
2022-07-19,Greater Noida,35.7,59.2,10.5,19.2
2022-07-20,Greater Noida,29.8,70.0,9.3,0.0
2022-07-21,Greater Noida,36.9,60.6,11.1,0.0
2022-07-22,Greater Noida,36.1,68.5,7.9,14.9
2022-07-23,Greater Noida,34.6,63.7,10.9,15.3
2022-07-24,Greater Noida,,62.6,9.2,14.5
2022-07-25,Greater Noida,31.6,65.5,13.2,26.7
2022-07-26,Greater Noida,27.9,66.5,6.5,23.3
2022-07-27,Greater Noida,28.2,64.6,7.2,0.0
2022-07-28,Greater Noida,34.9,69.5,8.8,0.0
2022-07-29,Greater Noida,36.3,65.3,8.7,25.5
2022-07-30,Greater Noida,25.3,71.0,11.0,0.0
2022-07-31,Greater Noida,37.5,68.1,7.0,0.0
2022-08-01,Greater Noida,37.2,64.1,9.3,15.9
2022-08-02,Greater Noida,26.5,63.3,9.7,0.0
2022-08-03,Greater Noida,35.7,60.1,8.9,0.0
2022-08-04,Greater Noida,31.6,67.7,6.4,0.0
2022-08-05,Greater Noida,33.2,65.0,9.9,14.2
2022-08-06,Greater Noida,31.2,56.8,9.6,7.3
2022-08-07,Greater Noida,29.9,64.0,8.6,16.8
2022-08-08,Greater Noida,26.7,62.4,7.9,22.7
2022-08-09,Greater Noida,28.3,72.1,7.9,26.2
2022-08-10,Greater Noida,23.7,58.8,7.4,0.0
2022-08-11,Greater Noida,32.5,59.7,8.4,34.9
2022-08-12,Greater Noida,25.3,69.7,7.5,22.1
2022-08-13,Greater Noida,27.0,70.5,6.1,0.0
2022-08-14,Greater Noida,31.3,61.9,5.7,0.0
2022-08-15,Greater Noida,33.2,62.1,6.1,0.0
2022-08-16,Greater Noida,35.2,66.9,7.5,0.0
2022-08-17,Greater Noida,30.1,55.0,7.1,10.7
2022-08-18,Greater Noida,27.4,56.6,7.4,22.6
2022-08-19,Greater Noida,22.9,62.7,7.8,0.0
2022-08-20,Greater Noida,31.0,69.8,6.1,8.5
2022-08-21,Greater Noida,29.7,61.7,9.2,3.7
2022-08-22,Greater Noida,31.6,63.6,6.5,22.2
2022-08-23,Greater Noida,20.1,67.5,6.2,0.0
2022-08-24,Greater Noida,31.6,71.2,7.5,13.5
2022-08-25,Greater Noida,26.8,60.3,4.0,0.0
2022-08-26,Greater Noida,32.1,62.3,5.5,0.0
2022-08-27,Greater Noida,29.2,69.5,8.2,0.0
2022-08-28,Greater Noida,29.0,55.9,4.0,15.5
2022-08-29,Greater Noida,21.9,65.9,8.3,4.0
2022-08-30,Greater Noida,30.5,57.5,8.8,0.0
2022-08-31,Greater Noida,29.8,61.8,5.9,0.0
2022-09-01,Greater Noida,26.6,60.3,6.9,14.2
2022-09-02,Greater Noida,26.4,57.2,8.1,0.0
2022-09-03,Greater Noida,27.0,57.0,5.7,0.0
2022-09-04,Greater Noida,28.5,61.8,7.6,16.4
2022-09-05,Greater Noida,17.4,64.6,5.3,0.0
2022-09-06,Greater Noida,28.3,59.9,5.5,9.5
2022-09-07,Greater Noida,23.3,60.6,5.0,0.0
2022-09-08,Greater Noida,25.4,62.4,6.7,35.4
2022-09-09,Greater Noida,19.4,56.1,7.9,0.0
2022-09-10,Greater Noida,27.0,62.8,5.8,0.0
2022-09-11,Greater Noida,25.6,63.0,4.1,0.0
2022-09-12,Greater Noida,28.2,70.1,4.4,0.0
2022-09-13,Greater Noida,25.3,58.0,6.6,0.0
2022-09-14,Greater Noida,25.7,57.6,8.7,0.0
2022-09-15,Greater Noida,25.8,62.4,6.5,0.0
2022-09-16,Greater Noida,24.3,62.5,5.3,0.0
2022-09-17,Greater Noida,25.5,57.1,7.0,0.0
2022-09-18,Greater Noida,23.9,57.5,5.4,14.4
2022-09-19,Greater Noida,20.8,61.2,5.2,0.0
2022-09-20,Greater Noida,26.0,55.7,4.3,0.0
2022-09-21,Greater Noida,22.4,57.3,7.8,0.0
2022-09-22,Greater Noida,20.2,59.3,1.8,0.0
2022-09-23,Greater Noida,25.6,62.9,6.8,0.0
2022-09-24,Greater Noida,26.6,56.5,4.9,0.0
2022-09-25,Greater Noida,67.3,51.5,4.9,16.6
2022-09-26,Greater Noida,11.4,51.2,8.1,0.0
2022-09-27,Greater Noida,21.9,53.8,4.4,0.0
2022-09-28,Greater Noida,21.7,53.6,4.4,30.2
2022-09-29,Greater Noida,13.0,58.2,5.2,0.0
2022-09-30,Greater Noida,20.0,54.1,6.0,0.0
2022-10-01,Greater Noida,22.1,56.1,4.7,0.0
2022-10-02,Greater Noida,21.8,55.8,3.0,0.0
2022-10-03,Greater Noida,18.7,57.2,4.0,0.0
2022-10-04,Greater Noida,21.5,64.3,7.2,0.0
2022-10-05,Greater Noida,23.2,61.7,5.4,0.0
2022-10-06,Greater Noida,,59.1,5.9,0.0
2022-10-07,Greater Noida,19.3,57.3,4.9,0.0
2022-10-08,Greater Noida,19.4,57.4,4.2,0.0
2022-10-09,Greater Noida,20.2,60.5,7.7,0.0
2022-10-10,Greater Noida,16.6,61.6,4.9,0.0
2022-10-11,Greater Noida,19.1,55.7,4.5,0.0
2022-10-12,Greater Noida,18.0,59.6,6.8,0.0
2022-10-13,Greater Noida,20.9,51.4,4.1,0.0
2022-10-14,Greater Noida,17.9,60.4,4.2,0.0
2022-10-15,Greater Noida,20.2,62.7,5.1,1.6
2022-10-16,Greater Noida,16.1,58.6,5.1,0.0
2022-10-17,Greater Noida,18.2,67.1,5.5,0.0
2022-10-18,Greater Noida,17.6,56.4,8.2,0.0
2022-10-19,Greater Noida,15.7,60.9,5.6,2.0
2022-10-20,Greater Noida,17.0,59.9,1.5,0.0
2022-10-21,Greater Noida,18.2,59.8,5.5,12.2
2022-10-22,Greater Noida,12.8,59.8,5.1,20.5
2022-10-23,Greater Noida,5.2,60.8,,0.0
2022-10-24,Greater Noida,15.8,63.8,5.4,0.0
2022-10-25,Greater Noida,14.4,66.1,5.0,0.0
2022-10-26,Greater Noida,15.0,60.6,4.9,11.9
2022-10-27,Greater Noida,12.1,64.0,5.9,13.6
2022-10-28,Greater Noida,9.6,58.0,4.2,0.0
2022-10-29,Greater Noida,12.6,64.0,3.6,0.0
2022-10-30,Greater Noida,15.3,58.0,9.5,0.0
2022-10-31,Greater Noida,13.7,65.5,3.9,0.0
2022-11-01,Greater Noida,10.6,70.1,5.2,51.1
2022-11-02,Greater Noida,6.6,60.8,2.8,0.0
2022-11-03,Greater Noida,14.2,52.6,5.2,0.0
2022-11-04,Greater Noida,12.7,59.3,3.6,0.0
2022-11-05,Greater Noida,11.6,66.5,4.3,0.0
2022-11-06,Greater Noida,14.5,63.9,6.6,0.0
2022-11-07,Greater Noida,13.6,62.8,5.7,0.0
2022-11-08,Greater Noida,16.3,65.9,5.9,0.0
2022-11-09,Greater Noida,13.4,63.9,2.4,0.0
2022-11-10,Greater Noida,13.2,,,0.0
2022-11-11,Greater Noida,12.2,65.8,3.3,0.0
2022-11-12,Greater Noida,13.4,68.3,7.4,0.0
2022-11-13,Greater Noida,13.0,63.8,6.6,0.0
2022-11-14,Greater Noida,13.8,66.0,6.0,0.0
2022-11-15,Greater Noida,11.1,61.3,3.8,0.0
2022-11-16,Greater Noida,11.1,60.2,5.3,0.0
2022-11-17,Greater Noida,10.9,,,0.0
2022-11-18,Greater Noida,12.5,63.6,5.2,0.0
2022-11-19,Greater Noida,13.4,66.0,4.8,0.0
2022-11-20,Greater Noida,10.5,63.4,2.1,0.0
2022-11-21,Greater Noida,10.5,60.6,6.9,0.0
2022-11-22,Greater Noida,11.4,63.1,5.1,0.0
2022-11-23,Greater Noida,10.5,68.8,4.5,0.0
2022-11-24,Greater Noida,12.0,65.4,4.4,0.0
2022-11-25,Greater Noida,7.4,56.4,5.8,0.0
2022-11-26,Greater Noida,9.3,62.4,4.0,0.0
2022-11-27,Greater Noida,9.3,70.5,1.9,0.0
2022-11-28,Greater Noida,7.0,62.5,6.0,0.0
2022-11-29,Greater Noida,8.8,56.2,6.1,0.0
2022-11-30,Greater Noida,8.8,71.1,5.1,0.0
2022-12-01,Greater Noida,9.7,66.3,3.7,0.0
2022-12-02,Greater Noida,11.5,63.3,5.6,0.0
2022-12-03,Greater Noida,9.5,62.1,3.3,0.0
2022-12-04,Greater Noida,8.3,68.0,4.0,0.0
2022-12-05,Greater Noida,9.6,61.5,4.4,0.0
2022-12-06,Greater Noida,11.1,68.3,6.8,0.0
2022-12-07,Greater Noida,8.2,66.0,5.0,0.0
2022-12-08,Greater Noida,8.3,64.8,4.9,0.0
2022-12-09,Greater Noida,10.3,64.4,8.6,0.0
2022-12-10,Greater Noida,9.1,63.2,6.2,0.0
2022-12-11,Greater Noida,10.3,68.1,6.2,0.0
2022-12-12,Greater Noida,9.4,60.5,5.2,0.0
2022-12-13,Greater Noida,10.3,57.5,4.9,0.0
2022-12-14,Greater Noida,7.9,66.4,2.5,0.0
2022-12-15,Greater Noida,9.3,66.5,7.3,0.0
2022-12-16,Greater Noida,9.0,65.9,6.6,0.0
2022-12-17,Greater Noida,7.6,65.6,5.7,0.0
2022-12-18,Greater Noida,7.1,62.7,5.8,0.0
2022-12-19,Greater Noida,10.2,67.2,7.1,0.0
2022-12-20,Greater Noida,8.7,63.8,3.7,0.0
2022-12-21,Greater Noida,7.8,62.1,5.2,0.0
2022-12-22,Greater Noida,9.1,62.7,4.4,0.0
2022-12-23,Greater Noida,10.8,72.1,8.8,0.0
2022-12-24,Greater Noida,6.1,57.0,7.5,0.0
2022-12-25,Greater Noida,7.2,66.0,2.9,0.0
2022-12-26,Greater Noida,8.0,57.2,4.0,0.0
2022-12-27,Greater Noida,11.4,63.5,6.1,0.0
2022-12-28,Greater Noida,9.8,62.2,5.7,0.0
2022-12-29,Greater Noida,10.5,55.6,4.4,0.0
2022-12-30,Greater Noida,7.9,65.4,9.4,0.0
2022-12-31,Greater Noida,7.9,62.3,7.0,0.0
2023-01-01,Greater Noida,10.2,55.4,7.3,0.0
2023-01-02,Greater Noida,9.7,67.1,5.6,0.0
2023-01-03,Greater Noida,10.5,69.5,7.7,0.0
2023-01-04,Greater Noida,9.5,69.7,6.1,0.0
2023-01-05,Greater Noida,10.2,65.1,6.3,0.0
2023-01-06,Greater Noida,10.1,63.8,7.7,0.0
2023-01-07,Greater Noida,11.1,68.9,4.4,0.0
2023-01-08,Greater Noida,11.2,70.2,9.3,0.0
2023-01-09,Greater Noida,7.9,68.0,7.2,0.0
2023-01-10,Greater Noida,7.1,59.6,8.9,0.0
2023-01-11,Greater Noida,11.7,64.2,5.4,0.0
2023-01-12,Greater Noida,12.1,65.0,5.7,0.0
2023-01-13,Greater Noida,9.1,56.0,5.4,0.0
2023-01-14,Greater Noida,8.0,65.0,7.6,0.0
2023-01-15,Greater Noida,10.9,72.2,7.3,0.0
2023-01-16,Greater Noida,12.2,65.6,6.6,0.0
2023-01-17,Greater Noida,13.5,68.8,5.8,0.0
2023-01-18,Greater Noida,11.8,63.6,5.5,0.0
2023-01-19,Greater Noida,10.7,62.5,7.4,0.0
2023-01-20,Greater Noida,10.1,64.3,6.8,0.0
2023-01-21,Greater Noida,11.5,59.4,6.5,0.0
2023-01-22,Greater Noida,11.2,58.7,9.9,0.0
2023-01-23,Greater Noida,10.4,67.5,7.5,0.0
2023-01-24,Greater Noida,14.8,67.9,9.6,0.0
2023-01-25,Greater Noida,14.6,58.3,6.9,0.0
2023-01-26,Greater Noida,13.8,66.1,8.2,0.0
2023-01-27,Greater Noida,11.1,61.8,7.8,0.0
2023-01-28,Greater Noida,13.7,63.4,5.4,0.0
2023-01-29,Greater Noida,13.6,63.8,10.1,0.0
2023-01-30,Greater Noida,13.5,65.8,,0.0
2023-01-31,Greater Noida,14.8,62.1,9.2,0.0
2023-02-01,Greater Noida,14.1,67.3,7.0,0.0
2023-02-02,Greater Noida,14.4,62.7,7.9,0.0
2023-02-03,Greater Noida,14.5,63.9,6.9,0.0
2023-02-04,Greater Noida,14.2,58.0,10.1,0.0
2023-02-05,Greater Noida,11.5,69.8,8.8,0.0
2023-02-06,Greater Noida,14.3,62.9,8.9,0.0
2023-02-07,Greater Noida,13.6,63.8,10.4,0.0
2023-02-08,Greater Noida,12.7,54.4,10.2,0.0
2023-02-09,Greater Noida,17.1,57.4,9.7,0.0
2023-02-10,Greater Noida,17.3,65.5,6.4,0.0
2023-02-11,Greater Noida,17.0,61.6,7.6,0.0
2023-02-12,Greater Noida,15.7,52.7,7.2,0.0
2023-02-13,Greater Noida,17.4,64.4,9.8,0.0
2023-02-14,Greater Noida,15.8,57.9,9.0,0.0
2023-02-15,Greater Noida,16.3,65.6,6.7,0.0
2023-02-16,Greater Noida,14.7,59.5,8.6,0.0
2023-02-17,Greater Noida,17.0,60.5,6.7,0.0
2023-02-18,Greater Noida,16.7,64.3,8.9,0.0
2023-02-19,Greater Noida,15.0,55.9,6.5,0.0
2023-02-20,Greater Noida,17.0,55.3,9.9,0.0
2023-02-21,Greater Noida,17.2,58.4,9.7,0.0
2023-02-22,Greater Noida,20.1,62.3,12.0,0.0
2023-02-23,Greater Noida,19.0,53.6,10.5,0.0
2023-02-24,Greater Noida,18.0,52.1,8.6,0.0
2023-02-25,Greater Noida,18.6,61.9,10.5,0.0
2023-02-26,Greater Noida,18.5,56.1,7.2,0.0
2023-02-27,Greater Noida,18.4,56.8,7.9,0.0
2023-02-28,Greater Noida,17.4,50.8,9.9,0.0
2023-03-01,Greater Noida,19.0,55.3,6.2,0.0
2023-03-02,Greater Noida,18.4,57.9,9.5,0.0
2023-03-03,Greater Noida,17.9,61.5,8.0,0.0
2023-03-04,Greater Noida,20.7,54.5,9.8,3.4
2023-03-05,Greater Noida,20.7,64.1,8.0,0.0
2023-03-06,Greater Noida,17.9,54.6,10.3,0.0
2023-03-07,Greater Noida,20.5,54.4,9.8,0.0
2023-03-08,Greater Noida,22.3,63.2,11.9,0.0
2023-03-09,Greater Noida,22.7,57.7,9.8,0.0
2023-03-10,Greater Noida,22.9,54.5,8.7,0.0
2023-03-11,Greater Noida,21.7,55.9,9.5,0.0
2023-03-12,Greater Noida,20.8,61.8,7.9,34.9
2023-03-13,Greater Noida,12.2,62.1,10.6,0.0
2023-03-14,Greater Noida,22.9,52.8,10.9,0.0
2023-03-15,Greater Noida,23.2,55.8,13.8,0.0
2023-03-16,Greater Noida,24.8,56.2,9.2,0.0
2023-03-17,Greater Noida,24.8,51.7,9.7,0.0
2023-03-18,Greater Noida,23.3,55.3,9.3,0.0
2023-03-19,Greater Noida,22.0,55.4,10.5,0.0
2023-03-20,Greater Noida,23.6,59.8,10.8,0.0
2023-03-21,Greater Noida,24.6,59.9,10.2,0.0
2023-03-22,Greater Noida,24.2,53.6,11.9,0.0
2023-03-23,Greater Noida,24.0,53.9,9.4,0.0
2023-03-24,Greater Noida,25.4,57.3,11.9,0.0
2023-03-25,Greater Noida,24.6,52.1,11.2,0.0
2023-03-26,Greater Noida,24.7,56.7,10.4,0.0
2023-03-27,Greater Noida,26.2,53.8,10.0,3.0
2023-03-28,Greater Noida,25.5,50.2,14.1,0.0
2023-03-29,Greater Noida,26.7,50.1,9.3,0.0
2023-03-30,Greater Noida,27.0,59.5,11.0,0.0
2023-03-31,Greater Noida,25.2,53.0,9.4,0.0
2023-04-01,Greater Noida,26.4,60.0,13.3,0.0
2023-04-02,Greater Noida,29.4,51.3,12.0,0.0
2023-04-03,Greater Noida,26.0,54.4,9.6,0.0
2023-04-04,Greater Noida,24.9,62.6,11.4,0.0
2023-04-05,Greater Noida,25.5,48.7,11.1,0.0
2023-04-06,Greater Noida,28.4,45.2,9.9,0.0
2023-04-07,Greater Noida,28.6,57.8,11.9,0.0
2023-04-08,Greater Noida,28.7,49.2,11.3,0.0
2023-04-09,Greater Noida,30.8,52.3,11.1,0.0
2023-04-10,Greater Noida,25.6,50.0,10.7,0.0
2023-04-11,Greater Noida,30.1,53.3,11.5,0.0
2023-04-12,Greater Noida,32.0,48.3,11.2,0.0
2023-04-13,Greater Noida,28.5,51.2,10.9,0.0
2023-04-14,Greater Noida,29.8,53.7,9.9,0.0
2023-04-15,Greater Noida,29.5,47.7,13.4,0.0
2023-04-16,Greater Noida,29.5,48.9,9.3,0.0
2023-04-17,Greater Noida,30.5,50.2,11.6,0.0
2023-04-18,Greater Noida,33.2,45.7,10.4,0.0
2023-04-19,Greater Noida,34.0,49.7,13.6,0.0
2023-04-20,Greater Noida,31.2,51.8,9.6,0.0
2023-04-21,Greater Noida,34.6,49.6,9.9,0.0
2023-04-22,Greater Noida,32.2,50.1,9.5,0.0
2023-04-23,Greater Noida,34.8,51.0,11.5,0.0
2023-04-24,Greater Noida,32.4,48.4,8.9,0.0
2023-04-25,Greater Noida,33.0,53.7,10.3,0.0
2023-04-26,Greater Noida,33.5,56.6,7.8,0.0
2023-04-27,Greater Noida,37.6,49.0,11.4,0.0
2023-04-28,Greater Noida,34.6,52.8,10.2,0.0
2023-04-29,Greater Noida,32.6,49.8,8.8,0.0
2023-04-30,Greater Noida,35.2,52.2,12.6,0.0
2023-05-01,Greater Noida,33.5,57.0,9.0,0.0
2023-05-02,Greater Noida,33.5,52.8,12.2,0.0
2023-05-03,Greater Noida,35.7,43.6,9.9,0.0
2023-05-04,Greater Noida,34.6,52.5,13.4,0.0
2023-05-05,Greater Noida,35.2,55.7,12.1,0.0
2023-05-06,Greater Noida,35.0,49.9,9.5,0.0
2023-05-07,Greater Noida,35.6,54.7,9.6,0.0
2023-05-08,Greater Noida,35.9,48.0,11.9,0.0
2023-05-09,Greater Noida,32.8,44.9,10.6,0.0
2023-05-10,Greater Noida,36.6,51.5,10.7,0.0
2023-05-11,Greater Noida,34.4,43.9,12.9,0.0
2023-05-12,Greater Noida,34.0,50.1,9.8,0.0
2023-05-13,Greater Noida,36.1,56.2,11.1,0.0
2023-05-14,Greater Noida,36.4,43.5,12.4,0.0
2023-05-15,Greater Noida,35.5,46.1,12.1,14.4
2023-05-16,Greater Noida,34.8,47.2,10.7,14.4
2023-05-17,Greater Noida,31.9,51.2,10.5,0.0
2023-05-18,Greater Noida,36.3,50.1,8.3,0.0
2023-05-19,Greater Noida,36.2,57.3,9.3,0.0
2023-05-20,Greater Noida,37.1,55.7,11.3,0.0
2023-05-21,Greater Noida,37.7,54.0,10.6,0.0
2023-05-22,Greater Noida,36.0,52.8,10.9,0.0
2023-05-23,Greater Noida,38.6,53.9,12.4,0.0
2023-05-24,Greater Noida,37.7,49.1,9.0,0.0
2023-05-25,Greater Noida,35.1,56.2,10.4,0.0
2023-05-26,Greater Noida,35.1,48.5,11.0,0.0
2023-05-27,Greater Noida,38.0,56.5,9.7,19.5
2023-05-28,Greater Noida,29.3,58.1,12.8,0.0
2023-05-29,Greater Noida,38.1,54.4,12.0,13.9
2023-05-30,Greater Noida,35.3,53.1,11.1,0.0
2023-05-31,Greater Noida,38.7,55.7,13.3,22.9
2023-06-01,Greater Noida,31.3,42.9,8.3,0.0
2023-06-02,Greater Noida,37.0,55.8,10.6,0.0
2023-06-03,Greater Noida,37.0,54.4,11.1,20.0
2023-06-04,Greater Noida,28.7,54.9,9.1,0.0
2023-06-05,Greater Noida,39.2,58.2,10.9,14.4
2023-06-06,Greater Noida,37.6,55.4,8.8,0.0
2023-06-07,Greater Noida,38.3,51.4,11.5,0.0
2023-06-08,Greater Noida,35.5,55.7,12.0,0.0
2023-06-09,Greater Noida,36.6,56.8,10.8,0.0
2023-06-10,Greater Noida,37.9,57.4,7.5,0.0
2023-06-11,Greater Noida,38.3,57.9,8.8,46.1
2023-06-12,Greater Noida,30.1,61.7,11.1,0.0
2023-06-13,Greater Noida,39.2,53.5,10.3,0.0
2023-06-14,Greater Noida,38.8,58.9,6.2,0.0
2023-06-15,Greater Noida,40.7,63.7,12.0,7.6
2023-06-16,Greater Noida,35.3,51.9,10.3,0.0
2023-06-17,Greater Noida,38.1,59.9,8.9,2.5
2023-06-18,Greater Noida,40.0,57.2,11.5,0.0
2023-06-19,Greater Noida,37.1,58.4,9.0,0.0
2023-06-20,Greater Noida,39.8,56.6,8.9,0.0
2023-06-21,Greater Noida,39.4,59.8,10.5,5.0
2023-06-22,Greater Noida,36.1,68.2,12.6,8.9
2023-06-23,Greater Noida,38.5,56.1,12.3,0.0
2023-06-24,Greater Noida,38.4,56.8,10.3,10.6
2023-06-25,Greater Noida,39.1,56.6,10.5,0.0
2023-06-26,Greater Noida,38.9,69.1,10.9,0.0
2023-06-27,Greater Noida,37.4,60.6,7.8,0.0
2023-06-28,Greater Noida,39.3,62.7,10.6,4.3
2023-06-29,Greater Noida,37.6,61.5,8.5,27.8
2023-06-30,Greater Noida,29.5,59.6,10.0,0.0
2023-07-01,Greater Noida,39.6,62.7,9.2,10.8
2023-07-02,Greater Noida,36.8,73.8,10.2,9.2
2023-07-03,Greater Noida,35.1,69.8,9.6,34.7
2023-07-04,Greater Noida,31.8,,4.8,6.9
2023-07-05,Greater Noida,37.4,67.3,9.6,0.0
2023-07-06,Greater Noida,40.8,61.7,10.2,19.4
2023-07-07,Greater Noida,30.9,58.1,9.9,15.2
2023-07-08,Greater Noida,32.0,69.5,9.0,19.8
2023-07-09,Greater Noida,27.4,70.3,11.6,18.9
2023-07-10,Greater Noida,29.5,70.0,9.6,25.5
2023-07-11,Greater Noida,28.6,64.2,9.7,0.0
2023-07-12,Greater Noida,38.4,65.6,10.6,0.0
2023-07-13,Greater Noida,37.4,69.4,9.5,6.5
2023-07-14,Greater Noida,34.8,68.1,7.5,1.6
2023-07-15,Greater Noida,40.6,65.1,5.2,18.8
2023-07-16,Greater Noida,29.1,60.3,8.1,18.0
2023-07-17,Greater Noida,29.8,67.4,9.9,0.0
2023-07-18,Greater Noida,37.3,71.3,8.2,25.8
2023-07-19,Greater Noida,29.1,62.3,9.8,0.0
